row ID,row m/z,row retention time,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,QEC18_Blank_resusp_20181227024429.mzML Peak area,QEC18_Blank_resusp_20181227100129.mzML Peak area,QEC18_Blank_resusp_20181226235330.mzML Peak area,QEC18_Blank_resusp_20181227200515.mzML Peak area,QEC18_Blank_resusp_20181227072924.mzML Peak area,QEC18_Blank_resusp_20181227051626.mzML Peak area,QEC18_Blank_resusp_20181227180406.mzML Peak area,QEC18_Blank_resusp_20181227154841.mzML Peak area,QEC18_Blank_resusp_20181228030323.mzML Peak area,QEC18_Blank_resusp_20181227235313.mzML Peak area,QEC18_F1-1_F2-1.mzML Peak area,QEC18_F1-1_F2-1_20181227143118.mzML Peak area,QEC18_F1-1_F2-1_20181227084526.mzML Peak area,QEC18_F1-1_F2-1_NIST-2_To-1.mzML Peak area,QEC18_F1-1_F2-1_NIST-1_To-2.mzML Peak area,QEC18_F1-1_F2-1_NIST-1_To-2_20181227113714.mzML Peak area,QEC18_F1-1_F2-1_NIST-1_To-1_20181227125436.mzML Peak area,QEC18_F1-1_F2-1_NIST-1_To-1_20181227135238.mzML Peak area,QEC18_F1-1_F2-1_NIST-1_To-1.mzML Peak area,QEC18_F1-1_F2-1_NIST-1_To-2_20181227184249.mzML Peak area,QEC18_F1-1_F2-1_NIST-2_To-1_20181227152919.mzML Peak area,QEC18_F1-1_NIST-3_20181227133316.mzML Peak area,QEC18_F1-1_NIST-3_20181228012817.mzML Peak area,QEC18_F1-1_NIST-3.mzML Peak area,QEC18_F1-1_F2-3.mzML Peak area,QEC18_F1-1_F2-2_NIST-1_To-1_20181227065123.mzML Peak area,QEC18_F1-1_F2-2_NIST-1_To-1.mzML Peak area,QEC18_F1-1_F2-1_NIST-2_To-1_20181227225613.mzML Peak area,QEC18_F1-1_To-1.mzML Peak area,QEC18_F1-1_To-3.mzML Peak area,QEC18_F1-1_To-1_20181227123513.mzML Peak area,QEC18_F1-1_F2-2_NIST-1_To-1_20181228034123.mzML Peak area,QEC18_F1-1_To-1_20181227043825.mzML Peak area,QEC18_F1-1_F2-3_20181227012831.mzML Peak area,QEC18_F1-1_NIST-1_20181227210213.mzML Peak area,QEC18_F1-1_NIST-1.mzML Peak area,QEC18_F1-2_F2-1_NIST-1_To-1.mzML Peak area,QEC18_F1-1_To-3_20181227174446.mzML Peak area,QEC18_F1-1_NIST-1_20181227215913.mzML Peak area,QEC18_F1-1_To-3_20181227223713.mzML Peak area,QEC18_F1-2_F2-1_NIST-1_To-1_20181228020619.mzML Peak area,QEC18_F1-1_F2-3_20181227071023.mzML Peak area,QEC18_F1-3_F2-1_20181227190209.mzML Peak area,QEC18_F1-3_F2-1.mzML Peak area,QEC18_F2-1_NIST-3_20181227103932.mzML Peak area,QEC18_F1-3_To-1_20181228024423.mzML Peak area,QEC18_F1-2_F2-1_NIST-1_To-1_20181228022521.mzML Peak area,QEC18_F2-1_NIST-1_20181227212113.mzML Peak area,QEC18_F2-1_NIST-3.mzML Peak area,QEC18_F2-1_NIST-1.mzML Peak area,QEC18_F1-3_F2-1_20181227131356.mzML Peak area,QEC18_F2-1_NIST-1_20181227233413.mzML Peak area,QEC18_F2-1_To-1.mzML Peak area,QEC18_F1-3_NIST-1.mzML Peak area,QEC18_F2-1_NIST-3_20181227145038.mzML Peak area,QEC18_F2-1_To-1_20181227150959.mzML Peak area,QEC18_F2-1_To-3_20181226223728.mzML Peak area,QEC18_F1-3_To-1.mzML Peak area,QEC18_F1-3_NIST-1_20181227045725.mzML Peak area,QEC18_F2-1_To-3.mzML Peak area,QEC18_F1-3_NIST-1_20181227170603.mzML Peak area,QEC18_F2-3_To-1_20181227082626.mzML Peak area,QEC18_F2-1_To-3_20181227041925.mzML Peak area,QEC18_F2-3_To-1.mzML Peak area,QEC18_F2-1_To-1_20181228014719.mzML Peak area,QEC18_F1.mzML Peak area,QEC18_F2-3_NIST-1.mzML Peak area,QEC18_NIST.mzML Peak area,QEC18_F2-3_NIST-1_20181227162723.mzML Peak area,QEC18_Qcmix_begin.mzML Peak area,QEC18_NIST_20181227102029.mzML Peak area,QEC18_NIST_20181227182328.mzML Peak area,QEC18_To-1_NIST-1.mzML Peak area,QEC18_F1_20181227030329.mzML Peak area,QEC18_F2-3_To-1_20181227164643.mzML Peak area,QEC18_To-3_NIST-1.mzML Peak area,QEC18_F2-3_NIST-1_20181228005015.mzML Peak area,QEC18_F1-3_To-1_20181228003115.mzML Peak area,QEC18_F2.mzML Peak area,QEC18_To-3_NIST-1_20181227074824.mzML Peak area,QEC18_To-1_NIST-1_20181227111754.mzML Peak area,QEC18_F1_20181228032223.mzML Peak area,QEC18_F2_20181228001213.mzML Peak area,QEC18_To-1_NIST-1_20181228010915.mzML Peak area,QEC18_To-1_NIST-3_20181227214013.mzML Peak area,QEC18_blank_SPE_20181227092326.mzML Peak area,QEC18_blank_SPE.mzML Peak area,QEC18_To-1_NIST-3_20181227172525.mzML Peak area,QEC18_blank_SPE_20181227221813.mzML Peak area,QEC18_F2_20181227121553.mzML Peak area,QEC18_To_20181227231513.mzML Peak area,QEC18_To-3_NIST-1_20181227160801.mzML Peak area,QEC18_To_20181227204313.mzML Peak area,QEC18_To-1_NIST-3.mzML Peak area,QEC18_Qcmix_end.mzML Peak area,QEC18_To.mzML Peak area,QEC18_QCmix_no_exclusion.mzML Peak area,QEC18_Qcmix_middle.mzML Peak area,QEC18_Qcmix_end_20181228041923.mzML Peak area,
1254,501.35583981161597,7.500711030434783,136,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.7124219975928605E7,2.799667130442415E7,2.1336654705439158E7,2.126286832957056E7,1.8962114555841E7,1.3755609900906948E7,1.853708489029228E7,0,1.716551736444901E7,2.2362787327522665E7,0,0,0,1.6645537960789373E7,3.109909094414672E7,0,1.1844366987964526E7,0,0,872694.4487826783,0,0,0,2.1762370581467338E7,2.1193524271387223E7,0,1.2432991870629765E7,2.2899612892700866E7,1.0755251351355828E7,3969288.0504914876,3.543527185594046E7,2.6499009810753003E7,0,0,1457035.7247572297,4408070.185434036,2.5834966269697875E7,0,3.2024980448605362E7,1.8131326495804705E7,2.4985521954098314E7,2.3795583300740577E7,0,1.709568388813536E7,1.932208037840216E7,0,2.9177721439778417E7,3.713767849743706E7,0,3.2686216756880548E7,2.8588068950084284E7,3989020.957982599,0,7259875.283338074,6862662.059960011,3.365250932339233E7,0,3.6020519575662225E7,4501497.424843297,0,0,0,0,3.1379360131915666E7,0,4083679.153700591,1.6332875598379433E7,0,0,0,0,3.889685605224705E7,0,0,0,0,0,0,0,0,0,0,0,1.843896535797152E7,0,5315459.785527037,0,0,
1255,259.242188047025,7.465237439130434,128,,,,,,,0,0,0,0,0,0,0,0,0,0,0,9752529.6140947,1.544221436930443E7,1.3727296279823635E7,1.402595241081567E7,1.3636625751578687E7,1.5955272723649718E7,1.7013049220557727E7,1.5898535183554582E7,1.418256966713826E7,1.5030698633368585E7,1.6488205812304216E7,1.7901047254004963E7,0,1.1699503620401371E7,1.2318011377911054E7,1.3259336796915943E7,1.5858755049035171E7,1.3387092729842395E7,0,1.271670799515305E7,1.4024358501304977E7,1.8105903428916242E7,1.5973350501646549E7,3.470057997842083E7,3.406175767071939E7,2.0112711587350585E7,1.7216236266743965E7,3.527374201929958E7,1.853752698547403E7,2.19904585041926E7,1.7655526655571427E7,2.8688575260234553E7,3.745878777151586E7,0,2.9821708277680714E7,2.8348465783555232E7,0,0,0,3.9691574380029835E7,0,0,4.514356665185228E7,0,0,0,4.9020665573658094E7,4.976613308727983E7,0,5.1382556424364075E7,0,0,0,0,6.096783646287214E7,0,0,0,0,0,0,0,6.0070228498185314E7,0,0,0,4.893699047477585E7,0,0,0,6.304209167054516E7,0,0,0,0,0,0,0,0,0,0,0,0,1.6379431240036838E7,0,1.683001756475442E7,1.5057173337491063E7,1.73569425455139E7,
1256,458.5415305556789,2.995749010526315,47,,,,,,,0,0,0,0,0,0,0,0,0,0,0,7784776.6152612185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1100362342823405E7,0,0,0,2.1580621072880384E7,2.1606191451561823E7,0,0,2.6191869270650912E7,0,1.5612863769550579E7,1.2557621390572816E7,1.9286909774612088E7,2.1949545342098564E7,0,2.1146741221838064E7,0,0,0,0,2.627081862858488E7,0,0,2.72933626515432E7,0,0,0,3.3006641117883485E7,3.3616224234433904E7,0,3.139675443793768E7,0,0,0,0,3.648927409603755E7,0,0,0,0,0,0,0,3.8464650648871474E7,0,0,0,2.9707364899467997E7,0,0,0,3.373896836821917E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1257,279.26851390439316,10.06981406521739,210,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.4555933285623375E7,2.295392114915719E7,2.008456531576615E7,2.1843424301586736E7,2.183238709444191E7,2.483173373192583E7,2.4030541145609476E7,2.4113510505019184E7,2.1859415383976273E7,2.2358748836523607E7,2.367006492106815E7,2.6328031871876646E7,0,1.7765425990734246E7,1.8110102718180146E7,2.05197160503025E7,2.2486692869659007E7,2.158957168216507E7,0,1.8381571784119666E7,2.223357512678582E7,2.7377057456610404E7,2.671084867633592E7,4.8103433348986804E7,4.525312949151835E7,3.03587047932878E7,2.4720511257919285E7,4.924320597104335E7,2.596808481225775E7,3.259502863936037E7,2.6124771179176368E7,4.212834954359036E7,5.624172751106883E7,0,4.1648534959102035E7,4.480559449795892E7,0,0,0,5.491493606146537E7,0,0,6.284456426784963E7,0,0,0,6.612833282805253E7,7.09839675555602E7,0,6.952245635333882E7,0,0,0,0,8.430636292866914E7,0,0,0,0,0,0,0,9.038200099953751E7,0,0,0,6.5988982286046125E7,0,0,0,8.941644797060116E7,0,0,0,0,0,0,0,0,0,0,0,0,2.2827675257794585E7,0,2.48627063520227E7,2.5248259953608256E7,2.5530082375294816E7,
1258,285.25771943032515,9.821682522916664,211,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.0414792731409825E7,1.773178486497132E7,1.641000535029049E7,1.5920859426492838E7,1.5495856471405039E7,1.7801930150560487E7,1.7678732112882573E7,1.7514976523577683E7,1.4976633644794567E7,1.6491909980055148E7,1.7769172987375222E7,1.8868397970799223E7,2806706.1744122487,1.3717992797045372E7,1.2707751154109031E7,1.5379403986487912E7,1.6765911052615657E7,1.6382452192097757E7,0,1.4389767482176734E7,1.5563240117732637E7,2.2315504155304268E7,1.833097847783081E7,3.835579608186897E7,3.648250082777308E7,2.3263075698747203E7,1.9495895876481272E7,3.962706846269207E7,1.9290065306137197E7,2.4130147548868783E7,2.003919739832174E7,3.1626389341216546E7,4.2325449386169404E7,0,3.2118001549975514E7,3.2186903992991585E7,0,0,0,3.976948524403908E7,0,0,5.5285185431025326E7,0,0,0,5.424185869514562E7,5.602393954980334E7,0,5.596915118852531E7,0,0,0,0,6.846498713190676E7,0,0,0,2353135.1208091774,0,0,0,6.6434912541045554E7,0,0,0,5.1861316862715036E7,0,0,0,6.556809113958781E7,0,0,0,0,0,0,0,0,0,0,0,0,1.7725425816790245E7,0,1.8401291694170233E7,1.787992240626064E7,1.8175514035684187E7,
1259,349.2737499443108,10.653463766666672,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.0194307520818265E7,1.785844058004362E7,1.8305853696814843E7,2.3720511123001676E7,2.2536724792237494E7,4.022612027865946E7,2.1518817909795146E7,2.2348107146865323E7,2.4200467053881045E7,1.7274786102593232E7,0,1.5208814986004755E7,0,2.788738177459113E7,2.3606990967189427E7,2.974105660853962E7,1.9789451095095135E7,9928038.461881628,0,1.076052758970942E7,3.006436847021223E7,1.4836550545226157E7,3.1974484973148838E7,1.9191689553956486E7,1.6153976357275441E7,1.6157682145102175E7,2.6624476081023507E7,2.7989129583516523E7,2.5566323784820087E7,2.08427167031942E7,3.468816307780303E7,2.202716690820136E7,2.8448419629046585E7,1.0996147377502168E7,8950121.905560104,4.798141261816125E7,2.1839964468572136E7,0,2.3270867242001723E7,1.8539379238436382E7,2.198534843333836E7,2.4180773010037363E7,0,1.0507365136508148E7,2.136611798010021E7,3.10939069451556E7,2.6463989279215805E7,2.4340496123245202E7,1.2385729345201835E7,2.0078197504601408E7,2.1965840360580206E7,2.889814150441597E7,0,0,0,2.815355331171002E7,0,2.7487419045148328E7,0,0,0,0,0,3.353656397085954E7,0,0,0,3.379243337156695E7,1.9781622828299373E7,0,5.406267825028689E7,4.546625942886212E7,0,0,0,0,0,0,0,7296058.65626644,2.1817157099556923E7,0,0,2.3127162824878648E7,2.3511869193839915E7,2.525550569057986E7,0,2.6931377570763893E7,
1260,459.34710835629926,10.514942044444442,224,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.426046049015102E7,2.55841183781336E7,1.8190126667534955E7,1.0296837506685486E7,1.7882273151082043E7,2.4983341147237334E7,2.5091715575710855E7,2.7281680815247666E7,1.9045289267515883E7,1.874634871691451E7,1.5785252367097983E7,1.653040250428153E7,2410890.0379017373,2.747252376764661E7,2.271743229231686E7,3.358855064065469E7,1.798792569042359E7,0,0,1.2248082381680176E7,1.2987862638426917E7,2.0490780117740687E7,3.979522249253938E7,3.1145774868524823E7,3.1964771871866338E7,2.6630962038127378E7,1.7756602174005676E7,3.482896557455419E7,1.5144710113289893E7,2.4629133306068115E7,3.585150644335549E7,3.552631194129372E7,4.617893219887548E7,0,0,3.3516006281468164E7,0,0,0,4.613370280076204E7,0,0,5.727993846148073E7,5460212.712780004,0,0,5.626035445028063E7,5.895583086245946E7,0,5.55422315423725E7,0,0,0,0,0,0,0,1.631311007441242E7,3371981.800538635,0,0,0,0,0,0,0,0,0,0,0,6.490975396939185E7,2.0540378266784973E7,0,0,0,0,0,0,0,0,0,0,0,2.3895621714260586E7,0,1.6824729839242723E7,0,2.160559402978109E7,
1261,703.5728885395307,11.469370357142855,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.5853029476482699E7,0,0,1.2469596381615154E7,2.163913388184731E7,0,3.4913353900454976E7,0,0,0,0,8502706.222790536,0,0,6811609.4647836415,0,0,0,1.8077022172672994E7,0,0,0,0,0,0,0,0,0,0,0,0,0,990933.598882521,2.5090109851185035E7,0,1789717.5646645408,9925500.916199718,519063.40666494693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.921902445864495E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1956811.1893744282,0,
1262,337.27394932519485,9.16248542077922,192,321,[M-H2O+H]+,MS/MS verified: nloss,3,1337;683;1166,354.2778,0,0,0,0,0,0,0,0,0,0,0,1.0691600052042216E7,1.6222900845219841E7,1.4902782315210612E7,2.1457445308100037E7,1.877069182003768E7,1.6354919720834332E7,1.9358861476226505E7,1.572058254179244E7,1.9675911997377355E7,1.77689539817312E7,1.4865610887905445E7,1.7995876801109128E7,3538998.395050596,1.4004234456104502E7,1.5932962560714345E7,1.8544945906901497E7,2.0375923455750246E7,1.4725166809587032E7,0,2.4629437003948387E7,1.5642611296531036E7,1.8314991231413137E7,1.4319862130631752E7,2.8781898023585264E7,2.7279642089302275E7,1.760956075034997E7,2.5650117483674902E7,2.9702397378109682E7,2.8234242675683953E7,2.2341278310625717E7,1.4142127935891442E7,2.4816112952674367E7,2.8377877233476195E7,0,2.6282879528879758E7,2.4307568829347022E7,2491654.4087443138,0,1948793.7867336061,2.9703885758498285E7,2285476.121192255,7255020.301166598,3.634788897569189E7,0,5882869.688265229,9785821.509121798,2.7629016979510613E7,2.9178228328954738E7,5195215.916927438,3.5871699299224146E7,3525347.8034649184,1.2488718938245643E7,4766538.259413743,9345120.05038204,3.783678468290555E7,2728018.0724570258,0,0,3362940.187586195,927294.4291258258,967384.2998801956,7893597.695779363,4.02618060704851E7,5969899.465316119,3898370.524498942,2843488.893618713,3.0521530488450702E7,0,9920153.952456301,7512675.609759214,4.649437058790046E7,2544687.4732906753,9439288.557712028,5308748.469815837,0,0,4190530.5174298477,0,0,6149831.96329743,1.3267131532935958E7,1.368573298740908E7,4625561.381346066,1.6374347629557846E7,1.2861675601319619E7,1.9152331771738544E7,1.5504267216457067E7,2.185787360742491E7,
1263,279.2685434283823,11.421937391304349,253,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.5195364918474417E7,2.4144064888076566E7,2.3269632375428505E7,2.5357090925672118E7,2.3635535970051154E7,2.7093587681020357E7,2.559540270844713E7,2.8372890996421713E7,2.1535542821729537E7,2.3271143249646686E7,2.498799763078469E7,2.8643285235392597E7,0,1.9161937811685495E7,1.910427538722209E7,2.289701994687422E7,2.311281380999222E7,2.362164344919896E7,0,1.9425197433727324E7,2.331130937866295E7,2.9429469693276927E7,3.0725902842442453E7,5.4914981552294835E7,5.073916661832485E7,3.120996764855587E7,2.5670958191541895E7,5.6494870535921276E7,2.6046071285255376E7,3.7726118927212924E7,2.799058492039664E7,4.6566060143324666E7,6.287051025441683E7,0,4.906956400774871E7,4.8701238086125776E7,0,0,0,6.3086122019821145E7,0,0,6.89703999367187E7,0,0,0,8.325163606387913E7,9.019173652315304E7,0,8.173621936579597E7,0,0,0,0,1.0414179816563517E8,0,0,0,0,0,0,0,1.0462808743549684E8,0,0,0,8.241269710099065E7,0,0,0,1.1070027351759505E8,0,0,0,0,0,0,0,0,0,0,0,0,2.7236631088264607E7,0,2.6990245697953366E7,2.512783177569692E7,2.7068376706807446E7,
1264,219.2108097774312,9.978279191666664,211,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.2856130483572753E7,1.6728643168444367E7,1.6273164531576607E7,1.6299370111925114E7,1.4955763292656533E7,1.8052561040617745E7,1.9709972623452E7,1.784000511109477E7,1.6476532091422806E7,1.7389419742122915E7,1.8245437978204336E7,1.778016775891215E7,3071796.4233445576,1.6346478901573468E7,1.4479772236401463E7,1.676221335384895E7,1.8975443810542807E7,1.4180779062785815E7,0,1.4900666216725592E7,1.820854833473371E7,1.8873485859502453E7,2.3348141221870463E7,3.532647551373224E7,3.404135497859839E7,2.022050034894323E7,1.768896992501053E7,3.475209051676397E7,1.836414871829469E7,2.297334398198676E7,2.303565774931308E7,2.848717992211763E7,3.7117724723479316E7,0,2.809636315153272E7,2.9340844226408616E7,0,0,0,3.890924593981671E7,0,0,4.263671123241122E7,0,0,0,4.1388830008730836E7,4.2342081968750596E7,0,4.832015737633761E7,0,0,0,0,5.505307941213424E7,0,0,0,3447931.990256429,0,0,0,4.937214912423244E7,0,0,0,4.481136234292945E7,0,0,0,5.2300374718440644E7,0,0,0,0,0,0,0,0,0,0,0,0,1.8299703263382196E7,0,1.8114125579743743E7,1.7859135317605797E7,1.8554894750020143E7,
1265,415.35709507701034,12.023757446428572,261,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.2123201646587992E7,2.246050215589533E7,2.001646293429946E7,1.9876868298308212E7,1.974443913930969E7,2.1872953457754627E7,2.1018287990529746E7,2.546886119935065E7,1.7482898153151136E7,1.8627697006241582E7,0,0,0,3.674829448247524E7,3.1892754705106635E7,3.573763533066928E7,1.987512367799811E7,0,0,0,3.8191060771727435E7,0,5.4559395263057195E7,1.2657126268114392E7,0,1.8250411964282908E7,0,9689350.142458228,0,1.9478479080310915E7,5.487796958012187E7,2.0007409055016126E7,3.3398704953341488E7,1.7873269057803683E7,0,2.6832998686513815E7,3.1581691582033753E7,0,3.792523688318323E7,2.5609022137809746E7,3.325164350544945E7,2.768333700096633E7,1.7656254267782938E7,1.6484619392247817E7,1.867729951538511E7,1.7209746344789125E7,2.218803746553744E7,2.412867272973E7,0,1.959496123916939E7,3.29701117645177E7,1.939299642133457E7,3.864228466606043E7,3.2720925927734427E7,2.5462252486814957E7,5.447620142155331E7,0,4.427295215617528E7,0,0,0,0,2.8426478439377263E7,4.493613489561326E7,0,5.110093585082642E7,2.057560055029707E7,5.6668305572205625E7,0,0,2.771189816340563E7,5.860872508829787E7,0,0,0,0,0,0,6.1395455150206365E7,0,0,0,0,2.3257422825017665E7,0,2.4177415219116203E7,2.281791540390679E7,2.365561044592951E7,
1266,421.2928884541759,11.84011046511628,266,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.1957150095118377E7,2.4222097248726565E7,2.1139288785315845E7,2.1410740753244843E7,2.1632264451597344E7,2.475508689509982E7,2.559924084300061E7,2.698821496405709E7,2.0137432717867438E7,2.0329805986450285E7,2.078930954089964E7,2.099562844322356E7,0,1026383.0922843389,2.0990131187340904E7,2.265206720700473E7,290167.94488406286,1.479500276231995E7,0,1087020.7643194075,2.3917648417652976E7,2.6562024226215396E7,1540397.2536525568,4.899680138015034E7,0,3.0986635047438744E7,0,0,1122927.7145203536,3.7961703714764215E7,3.1088018695383582E7,3.960466974014278E7,7.109441925173621E7,0,4.188673416981379E7,4.903241336407131E7,0,0,0,4156880.3342419695,0,0,4524663.328946235,0,0,0,7.472439100616243E7,7.890373016645189E7,0,7.141602347407156E7,0,0,0,0,1.0681735977003826E8,0,0,0,0,0,0,0,1.0951431798130473E8,0,0,0,4031623.48961257,0,0,0,1.0959467861734201E8,0,0,0,0,0,0,0,0,0,0,0,0,2.2774420183296584E7,0,2.7981331576013066E7,2.3995170336156253E7,2.3644733798756246E7,
1267,413.3418213740374,7.961080641538463,147,253,[M-2H2O+H]+,MS/MS verified: nloss,2,1617;859,448.3554,0,0,0,0,0,0,0,0,0,0,0,1.3034291833417978E7,2.677723218893065E7,2.3680920721147675E7,2.354302770341502E7,2.4114525713074252E7,2.496427618020497E7,2.408845907911046E7,2.7612407690348785E7,2.1868826845128823E7,2.217590266951365E7,0,8521598.169631595,0,4.797229938666329E7,3.422724105356259E7,4.0081322601439014E7,2.2051374210699387E7,7147113.945002274,0,1482851.0436658252,3.972670124933315E7,1.15108033141603E7,6.501707364273752E7,1.927376235385165E7,1.8084124503421772E7,2.1764948710853633E7,1.0386526081832303E7,1.807574539216213E7,1.005892783756983E7,2.5147458415261883E7,6.6893971968922205E7,2.7051208560714383E7,3.8397060404712416E7,1.5783818255245237E7,1.6661209023939684E7,3.215459821709843E7,3.441518383801054E7,0,3.7223399347538546E7,3.616891489024663E7,3.3321417590227205E7,2.4946279971671324E7,2.727624256036214E7,1.4530852748073356E7,1.883269793545566E7,1.9211419640189745E7,3.10511206898521E7,3.220532872619317E7,6300770.511638626,2.8347152711277448E7,2.522665437462563E7,1.8262388085850913E7,3.6650288347409904E7,3.61296886209962E7,3.6409031148244634E7,5.511412431788126E7,0,5.212638652642266E7,0,0,0,0,3.7415847659042925E7,5.272745916338031E7,0,5.122243098292898E7,2.1696413002397325E7,7.249553712412281E7,0,0,3.795806893116383E7,6.756760982011217E7,0,0,0,0,0,0,6.7803971139176E7,0,0,0,0,2.6445651183459464E7,0,2.7677125552151542E7,2.4971877663218755E7,2.7124124329841107E7,
1268,703.5727601279256,11.84372647368421,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.1519534354115264E7,0,0,3.743134275983968E7,2.358313377703497E7,0,3.046141972792439E7,0,0,0,0,2.4296894817127332E7,0,0,0,0,0,0,4.770631783529235E7,0,0,0,0,0,0,0,0,0,0,0,1.7581351195117533E7,0,2.0931906179306127E7,2.579816136222025E7,1.135340995090885E7,1.7452587867039308E7,5334555.851865033,1.0288485629392348E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0247503970105104E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8761544.016011035,0,0,0,1.058760132273026E7,0,0,0,1.3685242390222374E7,1.1369719146843685E7,1.2366417571473729E7,
1269,355.2843393173249,9.143695960714286,192,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.0249334251055611E7,1.6223651433166495E7,1.6595608693356598E7,2.0874057499551535E7,1.7600840621746447E7,1825957.5871196906,1.7499409996586643E7,1.7486611189096753E7,1.8162910822352346E7,1.6342217058598798E7,1.4273447020472625E7,1.783144339501212E7,0,1.3706382459321868E7,1.6513758800273174E7,2.003219710959861E7,1.903887044414953E7,2066835.8747903171,0,1773120.0852694465,1673210.4995225468,2908240.4575221417,1.5507395784908187E7,2.7499533905825537E7,2.4631133909495305E7,1.7175147452504154E7,2.881353722824776E7,2.7137940891662475E7,1994008.5846408657,0,1.5052154321827218E7,2.405960899444097E7,6383936.368511404,0,2.460340800111363E7,2.4505919246412963E7,0,0,0,3638013.820539756,0,0,7526423.490023851,0,0,1.192367450524183E7,3.162036586793751E7,6670007.325647639,0,3.0883946415564902E7,0,1.3479490014693901E7,0,9906668.707648052,3.667332353673317E7,0,0,0,0,0,0,9276209.55871081,3.966884426500023E7,0,4681042.2668374535,0,6040119.487722656,0,1.2466252623877699E7,8351505.593374338,6962164.90556832,0,1.020011276009267E7,0,0,0,0,0,0,6774413.716686242,1.3537860300491672E7,1.5721177959414933E7,0,1.741370294619114E7,1.423867757276778E7,2222188.2033106163,0,2439545.424617457,
1270,487.37639155402655,6.618258502702702,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,8774608.995458314,1.6420512063769568E7,1.1225747070919828E7,1.2173030021123191E7,1.232066363749206E7,1357485.3009739663,1.5578615685347483E7,5007460.859921293,1.3842050882176291E7,1.532621306574163E7,0,0,0,2.906398785444948E7,1.7071464883015096E7,0,1.5976686369500253E7,0,0,0,0,0,1.2435156908233684E7,0,2.5860290917578936E7,1.562397340423376E7,8808050.734284181,7240731.243260255,4810878.564890981,0,1.7562061280745633E7,1.7282475086712405E7,0,0,0,0,3.1502757731009074E7,0,0,2.064740343700012E7,0,2.0379823306585062E7,1.0267370625967547E7,0,2.6538643101709437E7,0,9787381.94938866,0,0,1.945002379368078E7,2.2355106849634465E7,0,0,0,1.1216834538069172E7,3.108339113280269E7,0,3.964706315559969E7,0,0,0,0,0,5.695532135693121E7,0,1.5926969980474338E7,1.9513010912966833E7,4.171229150668684E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8112441559106763E7,0,0,0,0,
1271,375.25109815921024,8.481856996296294,167,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.2638108356600609E7,1.093100183343406E7,1.0528947709436558E7,1.0250182257303985E7,1.0051595595736882E7,1.0694682984071702E7,9755681.653979193,1.2266196020345625E7,8992421.405552836,1.0696347226008527E7,1.49376418938598E7,1.3242446551096398E7,0,0,8266560.697930246,9249113.433436455,9102277.181472236,1.3824428288220124E7,0,1.148791606781625E7,8806295.977340546,1.774401349664887E7,7061628.778221523,2.2406961184037775E7,2.145898291162171E7,1.6004998097057069E7,1.253452991897959E7,2.188224654357391E7,1.2135395892621068E7,1.5263091216410233E7,7532640.479424356,1.6212877718919517E7,2.2560523245112535E7,2307379.6457657823,2.126538787379887E7,1.730582017731944E7,0,0,1409069.8695474323,1.855444961965377E7,1465528.8383362498,0,2.8583761650324807E7,0,0,0,2.8132194142788038E7,3.159325136182299E7,0,2.530023383170725E7,0,0,0,0,3.052387715091333E7,0,3999632.451607155,0,0,4810548.171182714,4514838.145648851,0,3.1087743518112585E7,0,0,1167710.4090874936,2.8188066902192842E7,0,0,0,3.1149771140674897E7,0,0,0,0,0,3254977.0034311307,0,0,0,0,0,2516619.3509119116,9651694.92501229,0,1.1651238546781588E7,1.0583875569102667E7,1.142046100119052E7,
