Filename	Samplename	Dataset	Laboratory	Data	Data_collector	Instrument	Instrument_id	Column	Experiment	Sample_type	Sample_type2	Sample_position	Triplicate_number	Sequence_number	Injection_volume	Proportion_Fecal_1	Proportion_Fecal_2	Proportion_Tomato	Proportion_NIST_1950_SRM	Proportions	Batch	Species1	Species2	Species1_metadata	Species1_metadata2	Species2_metadata	Sex	Ionisation_mode	Extraction	Sample_preparation	Method	qTOF_LCmethod
QEC18_F2-3_To-1_20181227164643.mzML	QE_C18_F2-3_To-1_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	B7	3	64	10	0	75	25	0	0_75_25_0	1	Homo sapiens	Solanum lycopersicum	Fecal		Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_1e6_excl14_top4_RTshift.meth	
QEC18_F2-3_To-1.mzML	QE_C18_F2-3_To-1_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	B7	1	13	10	0	75	25	0	0_75_25_0	1	Homo sapiens	Solanum lycopersicum	Fecal		Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_1e6_excl14_top4_RTshift.meth	
QEC18_F1_20181227030329.mzML	QE_C18_F1_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	A1	2	22	10	100	0	0	0	100_0_0_0	1	Homo sapiens		Fecal			male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_1e6_excl14_top4_RTshift.meth	
QEC18_F1_20181228032223.mzML	QE_C18_F1_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	A1	3	96	10	100	0	0	0	100_0_0_0	1	Homo sapiens		Fecal			male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_1e6_excl14_top4_RTshift.meth	
QEC18_F1.mzML	QE_C18_F1_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	A1	1	14	10	100	0	0	0	100_0_0_0	1	Homo sapiens		Fecal			male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_1e6_excl14_top4_RTshift.meth	
QEC18_F1-1_F2-1_NIST-2_To-1_20181227152919.mzML	QE_C18_F1-1_F2-1_NIST-2_To-1_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	A7	2	60	10	20	20	20	40	20_20_20_40	1	Homo sapiens	Solanum lycopersicum	Fecal	Serum	Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_1e6_excl14_top4_RTshift.meth	
QEC18_F1-1_F2-1_NIST-2_To-1_20181227225613.mzML	QE_C18_F1-1_F2-1_NIST-2_To-1_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	A7	3	82	10	20	20	20	40	20_20_20_40	1	Homo sapiens	Solanum lycopersicum	Fecal	Serum	Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_1e6_excl14_top4_RTshift.meth	
QEC18_F1-1_F2-1_NIST-2_To-1.mzML	QE_C18_F1-1_F2-1_NIST-2_To-1_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	A7	1	31	10	20	20	20	40	20_20_20_40	1	Homo sapiens	Solanum lycopersicum	Fecal	Serum	Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_1e6_excl14_top4_RTshift.meth	
QEC18_F1-1_F2-1_NIST-1_To-2_20181227113714.mzML	QE_C18_F1-1_F2-1_NIST-1_To-2_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	B1	2	50	10	20	20	40	20	20_20_40_20	1	Homo sapiens	Solanum lycopersicum	Fecal	Serum	Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_1e6_excl14_top4_RTshift.meth	
QEC18_F1-1_F2-1_NIST-1_To-2_20181227184249.mzML	QE_C18_F1-1_F2-1_NIST-1_To-2_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	B1	3	70	10	20	20	40	20	20_20_40_20	1	Homo sapiens	Solanum lycopersicum	Fecal	Serum	Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_1e6_excl14_top4_RTshift.meth	
QEC18_F1-1_F2-1_NIST-1_To-2.mzML	QE_C18_F1-1_F2-1_NIST-1_To-2_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	B1	1	48	10	20	20	40	20	20_20_40_20	1	Homo sapiens	Solanum lycopersicum	Fecal	Serum	Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_1e6_excl14_top4_RTshift.meth	
QEC18_F1-1_F2-2_NIST-1_To-1_20181227065123.mzML	QE_C18_F1-1_F2-2_NIST-1_To-1_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	A8	2	34	10	20	40	20	20	20_40_20_20	1	Homo sapiens	Solanum lycopersicum	Fecal	Serum	Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_1e6_excl14_top4_RTshift.meth	
QEC18_F1-1_F2-2_NIST-1_To-1_20181228034123.mzML	QE_C18_F1-1_F2-2_NIST-1_To-1_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	A8	3	97	10	20	40	20	20	20_40_20_20	1	Homo sapiens	Solanum lycopersicum	Fecal	Serum	Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_1e6_excl14_top4_RTshift.meth	
QEC18_F1-1_F2-2_NIST-1_To-1.mzML	QE_C18_F1-1_F2-2_NIST-1_To-1_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	A8	1	18	10	20	40	20	20	20_40_20_20	1	Homo sapiens	Solanum lycopersicum	Fecal	Serum	Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_1e6_excl14_top4_RTshift.meth	
QEC18_F1-1_NIST-3_20181227133316.mzML	QE_C18_F1-1_NIST-3_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	D1	2	55	10	25	0	0	75	25_0_0_75	1	Homo sapiens		Fecal	Serum		male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_1e6_excl14_top4_RTshift.meth	
QEC18_F1-1_NIST-3_20181228012817.mzML	QE_C18_F1-1_NIST-3_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	D1	3	90	10	25	0	0	75	25_0_0_75	1	Homo sapiens		Fecal	Serum		male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_1e6_excl14_top4_RTshift.meth	
QEC18_F1-1_NIST-3.mzML	QE_C18_F1-1_NIST-3_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	D1	1	4	10	25	0	0	75	25_0_0_75	1	Homo sapiens		Fecal	Serum		male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_1e6_excl14_top4_RTshift.meth	
QEC18_F1-1_To-3_20181227174446.mzML	QE_C18_F1-1_To-3_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	C6	2	67	10	25	0	75	0	25_0_75_0	1	Homo sapiens	Solanum lycopersicum	Fecal		Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_1e6_excl14_top4_RTshift.meth	
QEC18_F1-1_To-3_20181227223713.mzML	QE_C18_F1-1_To-3_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	C6	3	81	10	25	0	75	0	25_0_75_0	1	Homo sapiens	Solanum lycopersicum	Fecal		Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_1e6_excl14_top4_RTshift.meth	
QEC18_F1-1_To-3.mzML	QE_C18_F1-1_To-3_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	C6	1	24	10	25	0	75	0	25_0_75_0	1	Homo sapiens	Solanum lycopersicum	Fecal		Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_1e6_excl14_top4_RTshift.meth	
QEC18_Qcmix_begin.mzML	Qcmix_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Qcmix	Qcmix	Qcmix	1	1	10	25	25	25	25	25_25_25_25		Homo sapiens	Solanum lycopersicum	Fecal	Serum	Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_1e6_excl14_top4_RTshift.meth	
QEC18_Qcmix_middle.mzML	Qcmix_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Qcmix	Qcmix	Qcmix	2	50	10	25	25	25	25	25_25_25_25		Homo sapiens	Solanum lycopersicum	Fecal	Serum	Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_1e6_excl14_top4_RTshift.meth	
QEC18_Qcmix_end.mzML	Qcmix_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Qcmix	Qcmix	Qcmix	3	90	10	25	25	25	25	25_25_25_25		Homo sapiens	Solanum lycopersicum	Fecal	Serum	Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_1e6_excl14_top4_RTshift.meth	
QEC18_Qcmix_end_20181228041923.mzML	Qcmix_inj_4	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Qcmix	Qcmix	Qcmix	4	100	10	25	25	25	25	25_25_25_25		Homo sapiens	Solanum lycopersicum	Fecal	Serum	Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_1e6_excl14_top4_RTshift.meth	
QEC18_Qcmix_no_exclusion.mzML	Qcmix_no_exclusion	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Qcmix	Qcmix	Qcmix	5	100	10	25	25	25	25	25_25_25_25		Homo sapiens	Solanum lycopersicum	Fecal	Serum	Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v8_2e5_excl20_top4_no_exclusion.meth	
QEC18RT_Qcmix_begin.mzML	Qcmix_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Qcmix	Qcmix	Qcmix	1	1	10	25	25	25	25	25_25_25_25		Homo sapiens	Solanum lycopersicum	Fecal	Serum	Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_1e6_excl14_top4_RTshift.meth	
QEC18RT_Qcmix_middle.mzML	Qcmix_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Qcmix	Qcmix	Qcmix	2	50	10	25	25	25	25	25_25_25_25		Homo sapiens	Solanum lycopersicum	Fecal	Serum	Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_1e6_excl14_top4_RTshift.meth	
QEC18RT_Qcmix_end.mzML	Qcmix_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Qcmix	Qcmix	Qcmix	3	90	10	25	25	25	25	25_25_25_25		Homo sapiens	Solanum lycopersicum	Fecal	Serum	Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_1e6_excl14_top4_RTshift.meth	
QEC18RT_Qcmix_no_exclusion.mzML	Qcmix_no_exclusion	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Qcmix	Qcmix	Qcmix	4	100	10	25	25	25	25	25_25_25_25		Homo sapiens	Solanum lycopersicum	Fecal	Serum	Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_RTshift_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_1e6_excl14_top4_RTshift_no_exclusion_list.meth	
QEC18_F1-1_F2-1_NIST-1_To-1_20181227125436.mzML	QE_C18_F1-1_F2-1_NIST-1_To-1_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	A6	2	53	10	25	25	25	25	25_25_25_25	1	Homo sapiens	Solanum lycopersicum	Fecal	Serum	Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_1e6_excl14_top4_RTshift.meth	
QEC18_F1-1_F2-1_NIST-1_To-1_20181227135238.mzML	QE_C18_F1-1_F2-1_NIST-1_To-1_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	A6	3	99	10	25	25	25	25	25_25_25_25	1	Homo sapiens	Solanum lycopersicum	Fecal	Serum	Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_1e6_excl14_top4_RTshift.meth	
QEC18_F1-1_F2-1_NIST-1_To-1.mzML	QE_C18_F1-1_F2-1_NIST-1_To-1_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	A6	1	19	10	25	25	25	25	25_25_25_25	1	Homo sapiens	Solanum lycopersicum	Fecal	Serum	Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_1e6_excl14_top4_RTshift.meth	
QEC18_F1-1_F2-3_20181227012831.mzML	QE_C18_F1-1_F2-3_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	B5	2	17	10	25	75	0	0	25_75_0_0	1	Homo sapiens		Fecal			male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_1e6_excl14_top4_RTshift.meth	
QEC18_F1-1_F2-3_20181227071023.mzML	QE_C18_F1-1_F2-3_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	B5	3	35	10	25	75	0	0	25_75_0_0	1	Homo sapiens		Fecal			male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_1e6_excl14_top4_RTshift.meth	
QEC18_F1-1_F2-3.mzML	QE_C18_F1-1_F2-3_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	B5	1	10	10	25	75	0	0	25_75_0_0	1	Homo sapiens		Fecal			male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_1e6_excl14_top4_RTshift.meth	
QEC18_F1-2_F2-1_NIST-1_To-1_20181228020619.mzML	QE_C18_F1-2_F2-1_NIST-1_To-1_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	B2	2	92	10	40	20	20	20	40_20_20_20	1	Homo sapiens	Solanum lycopersicum	Fecal	Serum	Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_1e6_excl14_top4_RTshift.meth	
QEC18_F1-2_F2-1_NIST-1_To-1_20181228022521.mzML	QE_C18_F1-2_F2-1_NIST-1_To-1_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	B2	3	93	10	40	20	20	20	40_20_20_20	1	Homo sapiens	Solanum lycopersicum	Fecal	Serum	Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_1e6_excl14_top4_RTshift.meth	
QEC18_F1-2_F2-1_NIST-1_To-1.mzML	QE_C18_F1-2_F2-1_NIST-1_To-1_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	B2	1	30	10	40	20	20	20	40_20_20_20	1	Homo sapiens	Solanum lycopersicum	Fecal	Serum	Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_1e6_excl14_top4_RTshift.meth	
QEC18_F1-1_NIST-1_20181227210213.mzML	QE_C18_F1-1_NIST-1_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	C7	2	76	10	50	0	0	50	50_0_0_50	1	Homo sapiens		Fecal	Serum		male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_1e6_excl14_top4_RTshift.meth	
QEC18_F1-1_NIST-1_20181227215913.mzML	QE_C18_F1-1_NIST-1_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	C7	3	79	10	50	0	0	50	50_0_0_50	1	Homo sapiens		Fecal	Serum		male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_1e6_excl14_top4_RTshift.meth	
QEC18_F1-1_NIST-1.mzML	QE_C18_F1-1_NIST-1_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	C7	1	74	10	50	0	0	50	50_0_0_50	1	Homo sapiens		Fecal	Serum		male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_1e6_excl14_top4_RTshift.meth	
QEC18_F1-1_To-1_20181227043825.mzML	QE_C18_F1-1_To-1_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	C4	2	27	10	50	0	50	0	50_0_50_0	1	Homo sapiens	Solanum lycopersicum	Fecal		Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_1e6_excl14_top4_RTshift.meth	
QEC18_F1-1_To-1_20181227123513.mzML	QE_C18_F1-1_To-1_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	C4	3	52	10	50	0	50	0	50_0_50_0	1	Homo sapiens	Solanum lycopersicum	Fecal		Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_1e6_excl14_top4_RTshift.meth	
QEC18_F1-1_To-1.mzML	QE_C18_F1-1_To-1_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	C4	1	25	10	50	0	50	0	50_0_50_0	1	Homo sapiens	Solanum lycopersicum	Fecal		Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_1e6_excl14_top4_RTshift.meth	
